Wort,Count,Lemma,Pos,Number,Case,Gender,VerbForm,Person,Mood,Tense,Degree,PronType,Foreign,Poss,Definite,Reflex
worauf,4,worauf,ADV,,,,,,,,,,,,,
zieht,4,ziehen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
scanner,4,Scanner,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
whoa,4,whoa,DET,Sing,Nom,Masc,,,,,,Ind,,,,
erledigen,4,erledigen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
zimmer,4,Zimmer,NOUN,Sing,Nom,Fem,,,,,,,,,,
mach,4,mechen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
amerikaner,4,Amerikaner,NOUN,Plur,Nom,Masc,,,,,,,,,,
lesen,4,lesen,VERB,,,,Inf,,,,,,,,,
finger,4,Finger,ADV,,,,,,,,Cmp,,,,,
gefahr,4,Gefahr,NOUN,Sing,Nom,Fem,,,,,,,,,,
wert,4,wert,ADV,,,,,,,,Pos,,,,,
vielen,4,vieler,PRON,Sing,Nom,,,,,,,Ind,,,,
musstest,4,Musstest,X,,,,,,,,,,Yes,,,
solange,4,solange,SCONJ,,,,,,,,,,,,,
ans,4,an,ADP,Sing,Acc,Neut,,,,,,,,,,
unterwegs,4,unterwegs,ADV,,,,,,,,,,,,,
mine,4,mine,ADV,,,,,,,,,,,,,
chance,4,Chance,NOUN,Sing,Nom,Fem,,,,,,,,,,
lagerhaus,4,lagerhaus,ADV,,,,,,,,,,,,,
technologie,4,Technologie,NOUN,Sing,Nom,Fem,,,,,,,,,,
hierher,4,hierher,ADV,,,,,,,,,,,,,
erschaffen,4,erschaffen,VERB,,,,Part,,,,,,,,,
invasion,4,Invasion,NOUN,Sing,Nom,Fem,,,,,,,,,,
pass,4,Pass,PROPN,Sing,Nom,,,,,,,,,,,
komme,4,kommen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
arbeiten,4,arbeiten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
aussehen,4,aussehen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
stimmen,4,stimmen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
revolution,4,Revolution,NOUN,Sing,Nom,Fem,,,,,,,,,,
arm,4,arm,ADV,,,,,,,,Pos,,,,,
krank,4,krank,ADV,,,,,,,,Pos,,,,,
lang,4,lang,ADV,,,,,,,,Pos,,,,,
schlacht,4,schlachen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
laut,4,laut,ADP,,,,,,,,,,,,,
spielen,4,spielen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
treten,4,treten,VERB,,,,Inf,,,,,,,,,
beinahe,4,beinahe,ADV,,,,,,,,,,,,,
millionen,4,Million,NOUN,Plur,Nom,Fem,,,,,,,,,,
feuer,4,Feuer,NOUN,Sing,Nom,Neut,,,,,,,,,,
hilf,4,hilf,NOUN,Sing,Nom,Fem,,,,,,,,,,
dunkel,4,dunkel,ADV,,,,,,,,Pos,,,,,
minute,4,Minute,NOUN,Sing,Nom,Fem,,,,,,,,,,
automatisch,4,automatisch,ADV,,,,,,,,Pos,,,,,
bekommt,4,bekommen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
glaubst,4,glaubst,ADV,,,,,,,,,,,,,
mache,4,machen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
gefallen,4,fallen,VERB,,,,Part,,,,,,,,,
ernst,4,ernst,ADV,,,,,,,,Pos,,,,,
bald,4,bald,ADV,,,,,,,,,,,,,
bleib,4,Bleib,PROPN,Sing,Nom,Masc,,,,,,,,,,
auge,4,Auge,NOUN,Plur,Nom,Neut,,,,,,,,,,
willst,4,willst,VERB,Sing,,,Fin,2,Ind,Pres,,,,,,
achten,4,achten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
ziehen,4,ziehen,VERB,,,,Inf,,,,,,,,,
tritt,4,treten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
schraubenzieher,4,schraubenzieh,ADV,,,,,,,,Cmp,,,,,
warnen,4,warnen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
person,4,Person,NOUN,Sing,Nom,Fem,,,,,,,,,,
krankenpfleger,4,krankenpfleg,ADV,,,,,,,,Cmp,,,,,
abenteuer,4,Abenteuer,NOUN,Plur,Nom,Neut,,,,,,,,,,
ho,4,ho,X,,,,,,,,,,,,,
sensoren,4,sensoren,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
gottes,4,gott,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
willen,4,willen,ADP,,,,,,,,,,,,,
wind,4,Wind,NOUN,Sing,Nom,Masc,,,,,,,,,,
avery,4,Avery,PROPN,Sing,Nom,Fem,,,,,,,,,,
lachen,4,lachen,VERB,,,,Inf,,,,,,,,,
piraten,4,piraen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
tropfen,4,Tropfen,NOUN,Plur,Nom,Masc,,,,,,,,,,
pirat,4,Pirat,NOUN,Sing,Nom,Masc,,,,,,,,,,
absolut,4,absolut,ADV,,,,,,,,Pos,,,,,
hai,4,hai,X,,,,,,,,,,,,,
benutzt,4,benutzen,VERB,,,,Part,,,,,,,,,
schwierigkeiten,4,schwierigkeien,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
anders,4,anders,ADV,,,,,,,,,,,,,
dieselbe,4,derselbe,PRON,Sing,Nom,Fem,,,,,,Dem,,,,
kennen,4,kennen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
jungen,4,junge,NOUN,Plur,Nom,,,,,,,,,,,
geworden,4,werden,AUX,,,,Part,,,,,,,,,
ehre,4,ehren,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
hilft,4,helfen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
klingt,4,klingen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
kerl,4,kerl,PROPN,Sing,Nom,Neut,,,,,,,,,,
spiegel,4,Spiegel,PROPN,Sing,Nom,Masc,,,,,,,,,,
real,4,real,ADV,,,,,,,,Pos,,,,,
wahrheit,4,Wahrheit,NOUN,Sing,Nom,Fem,,,,,,,,,,
bringe,4,bringen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
konnten,4,können,AUX,Plur,,,Fin,3,Ind,Past,,,,,,
leuten,4,leuten,VERB,,,,Inf,,,,,,,,,
lage,4,Lage,NOUN,Sing,Nom,Fem,,,,,,,,,,
form,4,Form,NOUN,Sing,Nom,Fem,,,,,,,,,,
krankenschwester,4,Krankenschwester,NOUN,,Nom,Neut,,,,,,,,,,
nennst,4,nennst,ADV,,,,,,,,,,,,,
liebes,4,liebes,PROPN,Sing,Nom,,,,,,,,,,,
gar,4,gar,ADV,,,,,,,,,,,,,
steckt,4,stecken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
autofriedhof,4,Autofriedhof,NOUN,Sing,Nom,Masc,,,,,,,,,,
seite,4,Seite,NOUN,Sing,Nom,Fem,,,,,,,,,,
schwierig,4,schwierig,ADV,,,,,,,,Pos,,,,,
auntie,4,Auntie,NOUN,Sing,Nom,Fem,,,,,,,,,,
ruhe,4,Ruhe,NOUN,Sing,Nom,Fem,,,,,,,,,,
wusstest,4,wusstest,ADV,,,,,,,,,,,,,
konsole,4,konsole,NOUN,Plur,Nom,Neut,,,,,,,,,,
hmm,4,hmm,PROPN,,,,,,,,,,,,,
lauf,4,Lauf,ADV,,,,,,,,Cmp,,,,,
senken,4,senken,VERB,,,,Inf,,,,,,,,,
schauer,4,Schauer,NOUN,Plur,Nom,Masc,,,,,,,,,,
definitiv,4,definitiv,ADV,,,,,,,,Pos,,,,,
tages,4,tag,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
buzz,4,Buzz,PROPN,Sing,Nom,Neut,,,,,,,,,,
solar,4,Solar,X,,,,,,,,,,Yes,,,
kloster,4,Kloster,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
pumpen,4,Pumpe,NOUN,Plur,Nom,Fem,,,,,,,,,,
ebenfalls,4,ebenfalls,ADV,,,,,,,,,,,,,
weiteren,4,weit,PRON,Sing,Gen,Neut,,,,,,Ind,,,,
erinnerungen,4,erinnerungen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
gaben,4,geben,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
geschah,4,geschehen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
stabilisieren,4,stabilisieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
einst,4,einst,ADV,,,,,,,,,,,,,
herrscht,4,herrschen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
evakuierungs,4,Evakuierungs,NOUN,Plur,Nom,Masc,,,,,,,,,,
captain,4,Captain,PROPN,Sing,Nom,,,,,,,,,,,
rache,4,Rache,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
innenhof,4,Innenhof,NOUN,Sing,Nom,Masc,,,,,,,,,,
kontraktionen,4,kontraktionen,VERB,,,,Inf,,,,,,,,,
alarmstufe,4,Alarmstuf,NOUN,Plur,Nom,Masc,,,,,,,,,,
gelb,4,gelb,ADV,,,,,,,,Pos,,,,,
lorna,4,Lorna,PROPN,Sing,Nom,Neut,,,,,,,,,,
krieger,4,Krieger,NOUN,Plur,Nom,Masc,,,,,,,,,,
aussieht,3,aussehen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
doktor,3,Doktor,NOUN,Sing,Nom,Masc,,,,,,,,,,
antwort,3,Antwort,NOUN,Sing,Nom,Fem,,,,,,,,,,
versuchte,3,versuchen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
monate,3,Monat,NOUN,Plur,Nom,Masc,,,,,,,,,,
blau,3,blau,ADV,,,,,,,,Pos,,,,,
namens,3,namens,ADP,,,,,,,,,,,,,
mitten,3,mitten,ADV,,,,,,,,,,,,,
netter,3,Netter,NOUN,Sing,Nom,Masc,,,,,,,,,,
hut,3,hut,X,,,,,,,,,,,,,
gerannt,3,rannen,VERB,,,,Part,,,,,,,,,
weltall,3,Weltall,PROPN,Sing,Nom,Neut,,,,,,,,,,
widerstehen,3,widerstehen,VERB,,,,Inf,,,,,,,,,
erinnert,3,erinnern,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
raushalten,3,Raushalt,NOUN,Plur,Nom,Fem,,,,,,,,,,
astronaut,3,astronaut,VERB,,,,Part,,,,,,,,,
seines,3,sein,DET,Sing,Gen,Masc,,,,,,Prs,,Yes,,
toter,3,Toter,NOUN,Sing,Nom,Masc,,,,,,,,,,
weltraum,3,Weltraum,ADV,,,,,,,,,,,,,
vertraute,3,vertrauen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
titel,3,Titel,NOUN,Sing,Nom,Masc,,,,,,,,,,
jemandem,3,jemand,PRON,Sing,Dat,Masc,,,,,,Ind,,,,
komisch,3,komisch,ADV,,,,,,,,Pos,,,,,
loch,3,loch,ADV,,,,,,,,,,,,,
extrem,3,extrem,ADV,,,,,,,,Pos,,,,,
verhindern,3,verhindern,VERB,,,,Inf,,,,,,,,,
menge,3,Menge,NOUN,Sing,Nom,Fem,,,,,,,,,,
liebt,3,lieben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
geschickt,3,schicken,ADV,,,,,,,,Pos,,,,,
glaubt,3,glauben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
diesmal,3,diesmal,ADV,,,,,,,,,,,,,
darfst,3,darfst,ADV,,,,,,,,,,,,,
vereinigten,3,vereinigt,ADJ,Plur,Nom,Neut,,,,,Pos,,,,,
staaten,3,Staat,NOUN,Plur,Nom,Masc,,,,,,,,,,
wochen,3,Woche,NOUN,Plur,Nom,Fem,,,,,,,,,,
bureau,3,Bureau,NOUN,Sing,Nom,Neut,,,,,,,,,,
angelegenheit,3,Angelegenheit,NOUN,Sing,Nom,Fem,,,,,,,,,,
zweite,3,zweiter,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
triebwerke,3,triebwerk,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
stellen,3,stellen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
bewundere,3,bewundern,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
adams,3,Adams,PROPN,Sing,Nom,Masc,,,,,,,,,,
funktionieren,3,funktionieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
hasse,3,hasse,NOUN,Plur,Nom,Masc,,,,,,,,,,
pistolen,3,pistolen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
blaues,3,Blaues,PROPN,Sing,Nom,Masc,,,,,,,,,,
kasten,3,Kast,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
yard,3,Yard,PROPN,Sing,Nom,Masc,,,,,,,,,,
eindeutig,3,eindeutig,ADV,,,,,,,,Pos,,,,,
freunden,3,Freund,NOUN,Plur,Dat,Masc,,,,,,,,,,
reingekommen,3,reingekommen,VERB,,,,Inf,,,,,,,,,
blauen,3,blauen,VERB,,,,Inf,,,,,,,,,
beiden,3,beide,PRON,Plur,Dat,,,,,,,Ind,,,,
florida,3,Florida,PROPN,Sing,Nom,Neut,,,,,,,,,,
spur,3,Spur,NOUN,Sing,Nom,Fem,,,,,,,,,,
folge,3,Folge,NOUN,Sing,Nom,Fem,,,,,,,,,,
toilette,3,Toilette,ADV,,,,,,,,,,,,,
honey,3,Honey,PROPN,Sing,Nom,,,,,,,,,,,
reparieren,3,reparieren,VERB,,,,Inf,,,,,,,,,
darum,3,darum,ADV,,,,,,,,,,,,,
meilen,3,meilen,VERB,,,,Inf,,,,,,,,,
cape,3,Cape,PROPN,Sing,Nom,,,,,,,,,,,
kennedy,3,Kennedy,PROPN,Sing,Nom,Neut,,,,,,,,,,
verirrte,3,verirren,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
bewegt,3,bewegen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
stand,3,stehen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
soweit,3,soweit,ADV,,,,,,,,,,,,,
gedacht,3,denken,VERB,,,,Part,,,,,,,,,
wegen,3,wegen,ADP,,,,,,,,,,,,,
langweilig,3,langweilig,ADV,,,,,,,,Pos,,,,,
freundin,3,freundin,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
jepp,3,Jepp,ADV,,,,,,,,,,,,,
wunderbar,3,wunderbar,ADV,,,,,,,,Pos,,,,,
reisen,3,reisen,VERB,,,,Inf,,,,,,,,,
tagen,3,tagen,VERB,,,,Inf,,,,,,,,,
heiraten,3,heiraten,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
bewusstlos,3,bewusstlos,ADV,,,,,,,,Pos,,,,,
countdown,3,Countdown,X,,,,,,,,,,Yes,,,
t,3,t,X,,,,,,,,,,Yes,,,
minus,3,minus,ADP,,,,,,,,,,,,,
ansehen,3,ansehen,VERB,,,,Inf,,,,,,,,,
over,3,ov,ADV,,,,,,,,Cmp,,,,,
leer,3,leer,ADV,,,,,,,,Pos,,,,,
perfekte,3,perfeken,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
dinger,3,dinge,ADV,,,,,,,,Cmp,,,,,
keiner,3,keiner,PRON,Sing,Nom,Masc,,,,,,Ind,,,,
sauber,3,Sauber,ADV,,,,,,,,Pos,,,,,
allerdings,3,allerdings,ADV,,,,,,,,,,,,,
hunderte,3,Hundert,NOUN,Plur,Nom,Neut,,,,,,,,,,
dingern,3,dingern,VERB,,,,Inf,,,,,,,,,
sekunde,3,Sekunde,NOUN,Sing,Nom,Fem,,,,,,,,,,
begegnung,3,Begegnung,NOUN,Sing,Nom,Fem,,,,,,,,,,
herauszufinden,3,herausfinden,VERB,,,,Inf,,,,,,,,,
beginnt,3,beginnen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
eurer,3,eurer,PRON,Sing,Dat,,,1,,,,Prs,,,,
nimmt,3,nehmen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
telepathische,3,telepathisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
fliege,3,Fliege,NOUN,Sing,Nom,Fem,,,,,,,,,,
handy,3,Handy,NOUN,Sing,Nom,Neut,,,,,,,,,,
raumanzug,3,raumanzug,ADV,,,,,,,,,,,,,
gekommen,3,kommen,VERB,,,,Part,,,,,,,,,
teil,3,Teil,NOUN,Sing,Nom,Masc,,,,,,,,,,
freut,3,freuen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
harte,3,hart,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
locker,3,locker,ADV,,,,,,,,,,,,,
anderes,3,anderer,PRON,Sing,Nom,Neut,,,,,,Ind,,,,
rausfinden,3,rausfinden,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
neue,3,neu,ADJ,Plur,Nom,Fem,,,,,Pos,,,,,
software,3,Software,NOUN,Sing,Nom,Fem,,,,,,,,,,
lebensformen,3,lebensformen,VERB,,,,Inf,,,,,,,,,
hebt,3,heben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
euer,3,eu,ADV,,,,,,,,Cmp,,,,,
kamera,3,Kamera,NOUN,Sing,Nom,Fem,,,,,,,,,,
bewegen,3,bewegen,VERB,,,,Inf,,,,,,,,,
finde,3,finden,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
gewartet,3,warten,VERB,,,,Part,,,,,,,,,
erreicht,3,erreichen,VERB,,,,Part,,,,,,,,,
gesetzt,3,setzen,VERB,,,,Part,,,,,,,,,
schlaf,3,schlaf,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
acht,3,acht,NUM,,,,,,,,,,,,,
geholfen,3,helfen,VERB,,,,Part,,,,,,,,,
sammeln,3,sammeln,VERB,,,,Inf,,,,,,,,,
helfe,3,helfen,NOUN,Sing,Nom,Fem,,,,,,,,,,
zumindest,3,zumindest,ADV,,,,,,,,,,,,,
geglaubt,3,glauben,VERB,,,,Part,,,,,,,,,
aufgefangen,3,auffangen,VERB,,,,Part,,,,,,,,,
rette,3,rette,VERB,Sing,,,Fin,2,Sub,Pres,,,,,,
nixe,3,Nixe,NOUN,Plur,Nom,Neut,,,,,,,,,,
mcgrath,3,Mcgrath,PROPN,Sing,Nom,,,,,,,,,,,
sitzen,3,sitzen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
ozean,3,Ozean,PROPN,Sing,Nom,Masc,,,,,,,,,,
windstille,3,Windstill,NOUN,Plur,Nom,Masc,,,,,,,,,,
weitere,3,weit,ADJ,Plur,Nom,,,,,,Cmp,,,,,
falls,3,falls,SCONJ,,,,,,,,,,,,,
schwert,3,schweren,VERB,,,,Part,,,,,,,,,
meer,3,Meer,NOUN,Sing,Nom,Neut,,,,,,,,,,
opfer,3,Opfer,NOUN,Plur,Nom,Neut,,,,,,,,,,
musik,3,Musik,NOUN,Sing,Nom,Fem,,,,,,,,,,
legende,3,legend,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
seitdem,3,seitdem,ADV,,,,,,,,,,,,,
verletzten,3,verletzen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
verflucht,3,verfluchen,VERB,,,,Part,,,,,,,,,
pulver,3,Pulver,NOUN,Sing,Nom,Masc,,,,,,,,,,
dummer,3,dumme,ADV,,,,,,,,Cmp,,,,,
fieber,3,Fieber,PROPN,Sing,Nom,,,,,,,,,,,
kompliziert,3,kompliziert,ADV,,,,,,,,Pos,,,,,
ebene,3,Ebene,NOUN,Sing,Nom,Fem,,,,,,,,,,
verwirrt,3,verwirrt,ADV,,,,,,,,Pos,,,,,
mulligan,3,Mulligan,PROPN,Sing,Nom,Masc,,,,,,,,,,
schwer,3,schwer,ADV,,,,,,,,Pos,,,,,
kontrolle,3,Kontrolle,NOUN,Sing,Nom,Fem,,,,,,,,,,
enden,3,enden,VERB,,,,Inf,,,,,,,,,
schatz,3,Schatz,NOUN,Sing,Nom,Masc,,,,,,,,,,
verletzen,3,verletzen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
gelangt,3,gelangen,VERB,,,,Part,,,,,,,,,
ignorieren,3,ignorieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
spiegelungen,3,Spiegelung,NOUN,Plur,Nom,Fem,,,,,,,,,,
vernichten,3,vernichten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
segel,3,segel,NOUN,Plur,Nom,Masc,,,,,,,,,,
setzen,3,setzen,VERB,,,,Inf,,,,,,,,,
pssst,3,psssen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
such,3,Such,NOUN,Sing,Nom,Masc,,,,,,,,,,
ertrinken,3,ertrinken,VERB,,,,Inf,,,,,,,,,
aye,3,aye,ADV,,,,,,,,,,,,,
gefangen,3,gefangen,ADV,,,,,,,,,,,,,
notruf,3,Notruf,NOUN,Sing,Nom,Masc,,,,,,,,,,
gesund,3,gesund,ADV,,,,,,,,Pos,,,,,
sondern,3,sondern,CCONJ,,,,,,,,,,,,,
menschlicher,3,menschlich,ADV,,,,,,,,Cmp,,,,,
gehst,3,Gehst,VERB,,,,Part,,,,,,,,,
lebens,3,Leben,NOUN,Sing,Gen,Neut,,,,,,,,,,
lebenden,3,lebend,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
geist,3,Geist,NOUN,Sing,Nom,Masc,,,,,,,,,,
notfall,3,Notfall,NOUN,Sing,Nom,Masc,,,,,,,,,,
maexchen,3,maexchen,VERB,,,,Inf,,,,,,,,,
winzigen,3,winzigen,VERB,,,,Inf,,,,,,,,,
abflussloch,3,abflussloch,ADV,,,,,,,,,,,,,
passen,3,passen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
zeiten,3,Zeit,NOUN,Plur,Nom,Fem,,,,,,,,,,
nennt,3,nennen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
kinn,3,Kinn,NOUN,Sing,Nom,Masc,,,,,,,,,,
kaputt,3,kaputt,ADV,,,,,,,,Pos,,,,,
hinbringen,3,hinbringen,VERB,,,,Inf,,,,,,,,,
korsar,3,Korsar,NOUN,Sing,Nom,Masc,,,,,,,,,,
asteroid,3,Asteroid,PROPN,Sing,Nom,,,,,,,,,,,
musste,3,mussen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
emotional,3,emotional,ADV,,,,,,,,Pos,,,,,
sollst,3,sollen,AUX,Sing,,,Fin,2,Sub,Pres,,,,,,
genannt,3,nennen,VERB,,,,Part,,,,,,,,,
empfangen,3,empfangen,VERB,,,,Part,,,,,,,,,
bekam,3,bekommen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
nieren,3,nieren,VERB,,,,Inf,,,,,,,,,
arme,3,Arm,NOUN,Plur,Nom,Masc,,,,,,,,,,
frisst,3,Frisst,NOUN,Sing,Nom,Neut,,,,,,,,,,
voll,3,voll,ADV,,,,,,,,Pos,,,,,
bewusstsein,3,Bewusstsein,PROPN,Sing,Nom,,,,,,,,,,,
gefressen,3,gefressen,VERB,,,,Inf,,,,,,,,,
verstehst,3,verstehsn,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
entschuldige,3,entschuldig,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
korridore,3,Korridore,PROPN,Sing,Nom,Neut,,,,,,,,,,
unterhaltung,3,Unterhaltung,NOUN,Sing,Nom,Fem,,,,,,,,,,
miteinander,3,miteinander,ADV,,,,,,,,,,,,,
benutzen,3,benutzen,VERB,,,,Inf,,,,,,,,,
stunden,3,Stunde,NOUN,Plur,Nom,Fem,,,,,,,,,,
murkst,3,murkst,PROPN,Sing,Gen,Masc,,,,,,,,,,
online,3,online,X,,,,,,,,,,Yes,,,
anderer,3,anderer,PRON,Sing,Nom,Masc,,,,,,Ind,,,,
hab,3,Hab,X,,,,,,,,,,,,,
genauso,3,genauso,ADV,,,,,,,,,,,,,
adieu,3,adieu,NOUN,Sing,Nom,Neut,,,,,,,,,,
wald,3,Wald,ADV,,,,,,,,Pos,,,,,
vollkommen,3,vollkommen,ADV,,,,,,,,Pos,,,,,
heim,3,Heim,NOUN,Sing,Nom,Neut,,,,,,,,,,
frei,3,frei,ADV,,,,,,,,Pos,,,,,
klein,3,klein,ADV,,,,,,,,Pos,,,,,
sinn,3,Sinn,NOUN,Sing,Nom,Masc,,,,,,,,,,
pfleger,3,Pfleger,PROPN,Sing,Nom,,,,,,,,,,,
beste,3,gut,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
erholsam,3,erholsam,ADV,,,,,,,,Pos,,,,,
sagst,3,Sagst,VERB,Sing,,,Fin,2,Ind,Pres,,,,,,
programmierbare,3,programmierbare,NOUN,Sing,Nom,Fem,,,,,,,,,,
unfall,3,unfall,NOUN,Sing,Nom,Masc,,,,,,,,,,
kostet,3,kosten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gewickelt,3,wickeln,VERB,,,,Part,,,,,,,,,
fisch,3,fisch,ADV,,,,,,,,Pos,,,,,
tsunami,3,Tsunami,PROPN,Sing,Nom,,,,,,,,,,,
klosters,3,Klosters,NOUN,Sing,Gen,Neut,,,,,,,,,,
mittelalter,3,Mittelalter,ADV,,,,,,,,Cmp,,,,,
dusty,3,dusty,PROPN,Sing,Nom,,,,,,,,,,,
springfield,3,Springfield,NOUN,Sing,Nom,Neut,,,,,,,,,,
welle,3,Welle,NOUN,Sing,Nom,Fem,,,,,,,,,,
missgeschick,3,Missgeschick,PROPN,Sing,Nom,Masc,,,,,,,,,,
nahezu,3,nahezu,ADV,,,,,,,,,,,,,
bewahren,3,bewahren,VERB,,,,Inf,,,,,,,,,
sonnensturm,3,sonnensturm,ADV,,,,,,,,Pos,,,,,
daher,3,daher,ADV,,,,,,,,,,,,,
kumpel,3,Kumpel,NOUN,Plur,Nom,Masc,,,,,,,,,,
besseren,3,gut,VERB,,,,Inf,,,,,,,,,
ohr,3,ohr,NOUN,Sing,Nom,Neut,,,,,,,,,,
ihres,3,ihr,DET,Sing,Gen,Masc,,,,,,Prs,,Yes,,
verstecken,3,verstecken,VERB,,,,Inf,,,,,,,,,
zwischen,3,zwischen,ADP,,,,,,,,,,,,,
roten,3,rot,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
wellies,3,welleisen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
herkommt,3,herkommen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
brachten,3,bringen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
schuhe,3,schuhen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
miranda,3,Miranda,PROPN,Sing,Nom,Neut,,,,,,,,,,
protokoll,3,Protokoll,NOUN,Sing,Nom,Neut,,,,,,,,,,
eindruck,3,Eindruck,NOUN,Sing,Nom,Masc,,,,,,,,,,
turm,3,Turm,NOUN,Sing,Nom,Masc,,,,,,,,,,
blockieren,3,blockieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
erheben,3,erheben,VERB,,,,Inf,,,,,,,,,
stellt,3,stellen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
beiseite,3,beiseite,ADV,,,,,,,,,,,,,
sorgen,3,sorgen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
unternommen,3,unternehmen,VERB,,,,Part,,,,,,,,,
weggeworfen,3,weggeworfen,VERB,,,,Inf,,,,,,,,,
sonic,3,Sonic,PROPN,Sing,Nom,,,,,,,,,,,
hierbei,3,hierbei,ADV,,,,,,,,,,,,,
bad,3,bad,PROPN,Sing,Nom,Neut,,,,,,,,,,
gruft,3,gruft,VERB,,,,Part,,,,,,,,,
gestorben,3,sterben,VERB,,,,Part,,,,,,,,,
yay,3,yay,PRON,,,Neut,,,,,,Ind,,,,
begonnen,3,beginnen,VERB,,,,Part,,,,,,,,,
